comment_id,episode,theory_id,endorsement,confidence
i16yh24,6,1,mentioned,medium
i17087c,6,1,rejected,high
i172iv8,6,1,implied,medium
i1739rb,6,1,mentioned,medium
i173mre,6,1,strong,high
i173qtf,6,1,implied,high
i174aui,6,1,mentioned,medium
i174d95,6,1,mentioned,medium
i174j88,6,1,mentioned,medium
i174myg,6,1,implied,high
i1769sz,6,1,strong,high
i176yvt,6,1,mentioned,high
i176yvt,6,2,implied,high
i178upy,6,3,implied,medium
i179jtv,6,3,mentioned,high
i179ljm,6,2,implied,medium
i17a0h5,6,1,mentioned,medium
i17ba3j,6,1,mentioned,high
i17gwyu,6,1,implied,high
i17h01r,6,2,implied,high
i17hlsy,6,1,mentioned,medium
i17hzd2,6,1,implied,medium
i17is3x,6,1,rejected,high
i17mvag,6,1,strong,high
i17mydt,6,2,strong|implied,high
i17of79,6,3,mentioned,medium
i17orje,6,1,implied,high
i17p6gb,6,1,mentioned,medium
i17ptha,6,1,implied,medium
i17q6ap,6,1,mentioned,medium
i17s2wh,6,1,implied,high
i17tpj9,6,1,implied,high
i17tpyc,6,1,implied,high
i17u9ie,6,1,mentioned,medium
i17uqhr,6,1,mentioned,high
i17yyfr,6,1,mentioned,medium
i1803rc,6,3,strong|implied|mentioned|rejected,medium
i180ieq,6,2,implied,high
i180vbh,6,1,rejected,high
i181sfy,6,1,mentioned,medium
i182ajh,6,2,implied,high
i184dj2,6,1,implied,high
i184mcy,6,1,strong,high
i1868on,6,1,mentioned,medium
i186i2p,6,1,mentioned,medium
i189qt3,6,1,mentioned,medium
i18bmhm,6,1,implied,high
i18cd4i,6,1,mentioned,high
i18cfdr,6,1,implied,medium
i18ef76,6,2,implied,medium
i18efr2,6,1,implied,medium
i18fl3t,6,2,implied,medium
i18j6le,6,1,mentioned,medium
i18jags,6,1,mentioned,medium
i18kwlx,6,2,implied,high
i18lffk,6,1,strong,high
i18o4z2,6,1,mentioned,medium
i18o59q,6,2,strong|implied|mentioned|rejected,high
i18ofvp,6,2,strong|implied|mentioned|rejected,high
i18q295,6,1,mentioned,medium
i18qqb4,6,1,rejected,high
i18urs3,6,3,implied,high
i18v93e,6,1,mentioned,high
i18wdxj,6,1,implied,high
i18wusp,6,1,mentioned,medium
i18ykjv,6,1,implied,medium
i18z13f,6,1,mentioned,medium
i1908z6,6,2,strong|implied|mentioned|rejected,high
i190koz,6,1,implied,high
i190s69,6,2,strong,high
i193vec,6,3,implied,medium
i1961d7,6,1,mentioned,medium
i19728p,6,1,mentioned,medium
i197kzf,6,1,implied,medium
i1992z9,6,1,mentioned,medium
i199r46,6,1,implied,medium
i19c0dh,6,1,mentioned,medium
i19engf,6,1,implied,high
i19f87d,6,2,implied,high
i19fir2,6,1,mentioned,medium
i19kkpx,6,1,mentioned,medium
i19koku,6,1,mentioned,medium
i19kw31,6,1,mentioned,medium
i19nxy0,6,1,mentioned,medium
i19o2oz,6,1,mentioned,medium
i19o58g,6,1,mentioned,medium
i19oqf7,6,1,mentioned,medium
i19thju,6,2,mentioned,high
i19tjgm,6,3,mentioned,medium
i19tqmb,6,1,implied,medium
i19ugvw,6,1,mentioned,high
i19v2o2,6,1,implied,high
i19v6lb,6,2,strong|implied,high
i19xgm7,6,3,mentioned,high
i1a1kud,6,3,implied,medium
i1a1rmd,6,1,mentioned,high
i1a2b9m,6,2,implied,medium
i1a2kby,6,2,implied,high
i1a2r15,6,1,implied,medium
i1a3djg,6,2,implied,high
i1a4j0a,6,1,implied,medium
i1a4l1g,6,1,mentioned,medium
i1aa7ez,6,3,implied,high
i1ayhj8,6,2,implied,medium
i1b1bzq,6,2,implied,medium
i1b4gd2,6,1,mentioned,medium
i1b755h,6,1,implied,high
i1bckqv,6,1,implied,medium
i1bckqv,6,3,implied,medium
i1bdg1e,6,1,mentioned,medium
i1bjq0x,6,3,mentioned,medium
i1bligf,6,3,mentioned,medium
i1bny3e,6,1,mentioned,medium
i1bqgft,6,1,mentioned,medium
i1bqnua,6,1,mentioned,medium
i1byned,6,1,implied,medium
i1c15xa,6,1,rejected,high
i1c1vvl,6,1,mentioned,medium
i1c2he2,6,3,implied,medium
i1c4ac5,6,1,mentioned,medium
i1c6e2s,6,1,mentioned,medium
i1c7qhs,6,1,mentioned,medium
i1c7tg6,6,1,mentioned,medium
i1catye,6,3,implied,medium
i1cgwy7,6,1,implied,high
i1cgwy7,6,2,implied,high
i1cikos,6,1,mentioned,medium
i1cj6bl,6,1,mentioned,high
i1cjluy,6,3,mentioned,medium
i1ck2h9,6,1,mentioned,medium
i1cqxyu,6,1,mentioned,high
i1cueau,6,1,implied,medium
i1czw8g,6,1,mentioned,medium
i1d1c5d,6,1,implied,medium
i1d3rmg,6,1,mentioned,medium
i1d9has,6,1,strong|implied,high
i1ddei1,6,1,mentioned,medium
i1de5i3,6,1,rejected,high
i1dgh0g,6,1,rejected,high
i1dljq8,6,2,implied,high
i1dm5sp,6,2,mentioned,medium
i1dq5pc,6,1,strong,high
i1e6ox9,6,1,mentioned,medium
i1ee8df,6,3,implied,medium
i1fa9zs,6,1,mentioned,medium
i1fo63f,6,1,implied,medium
i1g9hwf,6,3,mentioned,medium
i1g9kqt,6,2,implied,high
i1ghcqo,6,1,mentioned,medium
i1ghcqo,6,2,implied,medium
i1ghz0u,6,1,mentioned,medium
i1gtwzu,6,1,strong|implied|mentioned|rejected,high
i1he1ec,6,1,mentioned,medium
i1hkxsn,6,1,mentioned,medium
i1hpvg9,6,1,implied,high
i1hsw0w,6,2,rejected,high
i1hvd5b,6,1,implied,medium
i1hxdnk,6,1,mentioned,high
i1hzxzi,6,1,implied,high
i1i1ppa,6,1,strong,high
i1i3700,6,3,implied,medium
i1i5w8r,6,1,mentioned,medium
i1i6nfm,6,1,mentioned,medium
i1j42g3,6,1,strong|implied|mentioned|rejected,medium
i1j7re1,6,1,mentioned,medium
i1jlur2,6,1,strong|implied,high
i1jn2qt,6,1,implied,high
i1jp6km,6,1,mentioned,medium
i1jpyuy,6,1,implied,medium
i1jrsj5,6,1,mentioned,medium
i1jrxwu,6,1,mentioned,medium
i1jtccv,6,1,implied,high
i1k2fj6,6,1,mentioned,medium
i1k4t6u,6,2,implied,medium
i1lmtaj,6,1,implied,high
i1lqmzx,6,1,implied,high
i1md45b,6,2,implied,high
i1mey7v,6,1,mentioned,medium
i1ng6dn,6,1,implied,high
i1noe6v,6,1,mentioned,medium
i1nrq5k,6,2,implied,high
i1nu80a,6,3,mentioned,medium
i1o8gjy,6,1,mentioned,medium
i1oax5s,6,1,mentioned,medium
i1ohcfx,6,1,strong,high
i1ovbm2,6,1,mentioned,high
i1pryq4,6,1,strong|implied|mentioned|rejected,medium
i1q6fho,6,1,implied,medium
i1q7aoe,6,1,mentioned,medium
i1qvq9p,6,2,strong,high
i1rqlxv,6,1,implied,medium
i1rryje,6,1,implied,medium
i1swl1g,6,1,mentioned,medium
i1thfi5,6,1,mentioned,high
i1vru92,6,1,implied,medium
i1w0mm0,6,2,mentioned,high
i1wmbps,6,2,mentioned,medium
i1xc2d5,6,2,implied,medium
i25i7t8,6,1,strong,high
i2do7za,6,1,rejected,high
i2erszb,6,2,implied,medium
i2ishlf,6,1,implied,high
i2s4phd,6,1,mentioned,medium
i3gb0qg,6,1,implied,medium
i470zry,6,3,strong|implied|mentioned|rejected,high
i4yoi8a,6,2,strong|implied|mentioned|rejected,medium
i6cmnyc,6,3,rejected,medium
i6t2bhj,6,3,mentioned,medium
i8fi638,6,1,implied,high
i8g7awl,6,2,implied,medium
i9n32sv,6,2,implied,high
ibtjth6,6,2,strong|implied|mentioned|rejected,high
iga2dyi,6,1,rejected,high
inf3pbm,6,1,mentioned,high
iueezvp,6,1,mentioned,high
i20a1sq,7,3,implied,high
i20bhoj,7,1,strong,high
i20c32u,7,1,strong,high
i20c3gq,7,1,strong,high
i20c6y9,7,1,rejected,high
i20db82,7,1,mentioned,medium
i20fomn,7,1,strong,high
i20fymp,7,1,strong,high
i20g0ql,7,1,strong,high
i20g34o,7,1,mentioned,high
i20g96k,7,1,strong,high
i20gcov,7,1,mentioned,high
i20grl1,7,1,mentioned,medium
i20gzut,7,2,implied,medium
i20hbkj,7,1,strong,high
i20hjpa,7,1,implied,medium
i20hjpa,7,2,implied,medium
i20hk02,7,2,implied,high
i20hn7v,7,3,implied,high
i20hnzd,7,1,strong,high
i20ho9o,7,1,mentioned,high
i20hpls,7,1,strong,high
i20hpls,7,2,implied,medium
i20hqt0,7,4,mentioned,medium
i20hsx3,7,1,strong|implied|mentioned|rejected,high
i20hx1p,7,1,strong,high
i20hxhp,7,2,strong|implied,high
i20hza0,7,1,mentioned,medium
i20i2gd,7,1,mentioned,medium
i20i86c,7,3,mentioned,medium
i20iaf4,7,2,implied,high
i20ib6v,7,1,implied,medium
i20ifbo,7,1,strong|implied|mentioned|rejected,high
i20ifhz,7,1,mentioned,high
i20ifhz,7,2,implied,high
i20igg3,7,1,strong,high
i20igg3,7,2,implied,medium
i20ikps,7,1,mentioned,high
i20inea,7,3,mentioned,high
i20ioxr,7,1,implied,high
i20ioxr,7,4,implied,medium
i20ippy,7,1,mentioned,medium
i20iy7y,7,3,mentioned,high
i20j5x1,7,1,strong|implied|mentioned|rejected,high
i20jebr,7,1,strong,high
i20jf9j,7,1,mentioned,high
i20jq42,7,1,strong,high
i20juay,7,1,strong,high
i20juay,7,2,strong|implied,medium
i20jwkq,7,1,mentioned,high
i20kbhn,7,2,implied,medium
i20ke95,7,1,implied,high
i20kk2m,7,1,implied,high
i20kta3,7,3,mentioned,high
i20kzb5,7,1,mentioned,high
i20l21v,7,1,strong|implied|mentioned|rejected,high
i20l497,7,1,strong,high
i20l6j6,7,3,mentioned,high
i20l92h,7,1,mentioned,high
i20leoq,7,1,strong,high
i20loz3,7,1,implied,high
i20loz3,7,2,implied,medium
i20lxgw,7,1,implied,high
i20m3b1,7,3,implied,high
i20m90g,7,1,strong|implied,high
i20mrr5,7,2,strong,high
i20mwnr,7,3,strong,high
i20mz5k,7,1,mentioned,high
i20n2np,7,4,implied,medium
i20n4xe,7,1,rejected,medium
i20n6ic,7,1,implied,high
i20n6xq,7,1,implied,medium
i20n9au,7,1,implied,medium
i20njji,7,1,mentioned,medium
i20nm47,7,2,implied,high
i20nm47,7,3,implied,medium
i20nmhj,7,1,mentioned,medium
i20nrz9,7,1,strong,high
i20nxuj,7,1,implied,high
i20nxuj,7,2,strong,high
i20o38n,7,4,implied,medium
i20o4um,7,1,implied,medium
i20oavf,7,1,mentioned,high
i20obtf,7,4,implied,medium
i20oej5,7,2,implied,high
i20okuu,7,1,mentioned,medium
i20okuu,7,2,implied,medium
i20ol5f,7,1,mentioned,high
i20p4m8,7,1,mentioned,medium
i20pjcw,7,1,mentioned,medium
i20pla5,7,1,mentioned,high
i20plr9,7,1,mentioned,high
i20plr9,7,2,implied,medium
i20pnoa,7,1,strong,high
i20pp8c,7,1,mentioned,high
i20pwa2,7,4,mentioned,medium
i20pxla,7,4,implied,medium
i20q2od,7,1,implied,medium
i20q2od,7,4,implied,medium
i20q497,7,1,mentioned,medium
i20q836,7,1,implied,medium
i20q9u5,7,3,mentioned,medium
i20qa1a,7,2,implied,high
i20qbbg,7,3,implied,medium
i20qe9b,7,1,implied,high
i20qgq6,7,1,implied,high
i20qh9n,7,1,implied,medium
i20qhze,7,1,strong,high
i20qinr,7,1,mentioned,medium
i20qja1,7,1,strong|implied,high
i20qps9,7,3,implied,medium
i20qsf3,7,1,implied,high
i20qtf7,7,3,mentioned,medium
i20r78u,7,1,mentioned,high
i20r7yk,7,1,implied,high
i20r8nj,7,4,implied,medium
i20rbep,7,1,implied,high
i20rc0k,7,1,mentioned,high
i20rfcj,7,1,mentioned,high
i20rkdj,7,1,mentioned,high
i20rrqc,7,1,implied,high
i20rv4a,7,4,implied,medium
i20rx9c,7,3,implied,medium
i20rz7p,7,3,implied,high
i20s0w0,7,1,mentioned,high
i20s8z1,7,1,implied,high
i20sj0i,7,3,implied,medium
i20smdj,7,1,strong|implied,high
i20sz62,7,1,implied,high
i20t0x4,7,1,mentioned,high
i20t40j,7,1,strong|implied,high
i20t9e7,7,1,strong,high
i20tbg9,7,1,implied,high
i20tc5m,7,1,implied,medium
i20teri,7,1,mentioned,medium
i20tgjp,7,1,strong|implied|mentioned|rejected,high
i20tsfn,7,1,mentioned,medium
i20tsr1,7,1,rejected,high
i20tt1j,7,1,implied,high
i20tu4d,7,1,mentioned,high
i20tzbu,7,1,mentioned,medium
i20u3zq,7,1,implied,high
i20u3zq,7,2,implied,high
i20usbf,7,1,implied,high
i20v41q,7,1,strong|implied,high
i20v6se,7,2,strong,high
i20v7fv,7,1,strong|implied,high
i20vve4,7,3,implied,high
i20vy7o,7,1,mentioned,high
i20w3bu,7,4,implied,medium
i20w42u,7,1,strong,high
i20w8f3,7,1,mentioned,medium
i20w92e,7,1,implied,high
i20w92e,7,2,implied,high
i20wahd,7,1,implied,high
i20wjs0,7,1,implied,medium
i20wkn5,7,1,strong,high
i20wmfx,7,3,implied,medium
i20wopn,7,3,mentioned,medium
i20wqb4,7,1,mentioned,high
i20wrmb,7,3,mentioned,medium
i20x05n,7,3,mentioned,high
i20x57u,7,1,implied,medium
i20x57u,7,2,implied,medium
i20x90o,7,1,strong|implied|mentioned|rejected,high
i20xi3t,7,3,implied,medium
i20xnuz,7,1,rejected,high
i20xqql,7,4,implied,medium
i20xtqo,7,1,mentioned,high
i20y9ic,7,1,implied,medium
i20y9ic,7,2,implied,medium
i20y9ic,7,3,mentioned,medium
i20ymc3,7,1,mentioned,medium
i20yzqz,7,1,implied,medium
i20z3in,7,3,mentioned,high
i20z3in,7,4,implied,medium
i20z430,7,1,mentioned,medium
i20z430,7,3,mentioned,medium
i20zafm,7,1,implied,high
i20zh83,7,1,strong,high
i20zis7,7,1,mentioned,medium
i20zkyn,7,1,implied,medium
i20zm8j,7,1,strong,high
i20zm8j,7,3,implied,medium
i20zxbz,7,1,mentioned,medium
i2101ae,7,1,mentioned,medium
i21065g,7,1,implied,high
i210ar7,7,1,implied,medium
i210arm,7,1,mentioned,medium
i210b5e,7,1,mentioned,high
i210q09,7,4,implied,medium
i210sab,7,1,implied,medium
i210zaq,7,3,implied,high
i210zx9,7,1,implied,high
i2110dk,7,1,strong,high
i211dqd,7,3,implied,medium
i211e1t,7,1,strong,high
i211eoy,7,1,strong,high
i211eoy,7,2,strong|implied,high
i211eoy,7,3,mentioned,medium
i211eoy,7,4,mentioned,medium
i211p66,7,4,strong,high
i211wmg,7,1,mentioned,high
i211wmg,7,2,implied,medium
i2129xd,7,1,strong|implied|mentioned|rejected,high
i212fii,7,2,implied,high
i212k4e,7,3,mentioned,medium
i212k4e,7,4,mentioned,medium
i212ncf,7,2,implied,high
i212rmk,7,1,strong,high
i212sk3,7,1,mentioned,medium
i212tb8,7,1,mentioned,medium
i212vhp,7,1,mentioned,high
i212xe8,7,2,implied,medium
i2130wd,7,4,implied,medium
i2134u6,7,1,mentioned,high
i2139pf,7,1,implied,medium
i2139pf,7,2,implied,medium
i2139uz,7,1,implied,high
i213gm0,7,1,strong,high
i213gm0,7,3,implied,medium
i213hzo,7,1,mentioned,medium
i2143s7,7,1,implied,high
i2144vj,7,1,mentioned,high
i2144vj,7,2,implied,medium
i2144vj,7,3,implied,medium
i2148p9,7,3,mentioned,high
i214acg,7,2,implied,medium
i214cmn,7,1,strong,high
i214cmn,7,3,mentioned,medium
i214cmn,7,4,implied,medium
i214ehd,7,1,mentioned,high
i214ehd,7,2,implied,medium
i214ff5,7,1,mentioned,medium
i214ty1,7,1,mentioned,high
i214wx4,7,3,mentioned,medium
i215505,7,1,implied,high
i2155qp,7,1,rejected,high
i215f5t,7,2,implied,high
i215iop,7,3,implied,medium
i215jpz,7,1,implied,high
i215jpz,7,2,implied,high
i215k87,7,1,mentioned,medium
i215phb,7,4,implied,medium
i215xsg,7,1,strong,high
i21606z,7,4,implied,medium
i21644e,7,1,implied,high
i2166qr,7,1,mentioned,high
i216b0d,7,3,implied,medium
i216fvd,7,3,implied,medium
i216hjo,7,2,implied,high
i216mdx,7,1,mentioned,high
i216p2n,7,1,strong|implied|mentioned|rejected,high
i216vxa,7,4,implied,medium
i216vyy,7,4,mentioned,medium
i216y8m,7,1,mentioned,medium
i2174f0,7,1,implied,high
i217ebc,7,2,implied,medium
i217gk7,7,2,implied,high
i217mmg,7,1,implied,high
i217qym,7,1,mentioned,high
i217uei,7,1,mentioned,high
i217wns,7,3,implied,medium
i2180xh,7,1,mentioned,medium
i2184w9,7,1,mentioned,medium
i2184w9,7,3,implied,medium
i218bl9,7,1,strong|implied,high
i218f0s,7,4,implied,high
i218hg7,7,1,mentioned,high
i218kh6,7,2,implied,medium
i218r1h,7,2,implied,high
i218rhg,7,1,mentioned,high
i218wmd,7,1,implied,medium
i218x2i,7,1,implied,high
i218x2i,7,2,implied,high
i218xs4,7,1,strong,high
i219015,7,4,implied,medium
i2199an,7,1,mentioned,medium
i219cyn,7,1,rejected,high
i219s3a,7,1,mentioned,medium
i219v77,7,3,implied,high
i21as2k,7,3,mentioned,high
i21asnv,7,1,implied,high
i21asxx,7,1,mentioned,high
i21auve,7,3,implied,high
i21b0zy,7,1,implied,medium
i21b0zy,7,3,implied,medium
i21b9wb,7,1,mentioned,medium
i21bdp4,7,1,mentioned,medium
i21bg84,7,1,implied,medium
i21bi1c,7,3,implied,medium
i21bku9,7,1,mentioned,high
i21bq1z,7,1,mentioned,high
i21byir,7,1,mentioned,medium
i21c0f9,7,1,mentioned,medium
i21c2g3,7,4,implied,medium
i21c81d,7,1,strong,high
i21cd28,7,4,implied,medium
i21cepp,7,1,mentioned,medium
i21cgbn,7,1,implied,high
i21cgbn,7,3,implied,medium
i21cjun,7,4,implied,medium
i21cqpp,7,1,mentioned,medium
i21ctvh,7,1,mentioned,high
i21cw3o,7,2,implied,high
i21cwlo,7,1,implied,high
i21d2tv,7,1,mentioned,medium
i21d5mi,7,1,implied,high
i21dcz7,7,1,mentioned,high
i21ddds,7,1,strong,high
i21di2p,7,1,mentioned,medium
i21dpjf,7,4,implied,medium
i21ds3h,7,1,mentioned,medium
i21dxjm,7,1,strong,high
i21dxjm,7,2,implied,high
i21dxq4,7,1,mentioned,high
i21e0pf,7,4,implied,medium
i21eaef,7,4,implied,medium
i21ebcj,7,1,implied,high
i21ebcj,7,2,implied,high
i21evh1,7,1,mentioned,high
i21f0b6,7,1,strong|implied|mentioned|rejected,high
i21f15w,7,1,implied,medium
i21fbl8,7,1,mentioned,medium
i21fd1h,7,1,mentioned,high
i21fd1h,7,4,implied,medium
i21fgjp,7,1,implied,medium
i21fhai,7,1,mentioned,medium
i21fhnq,7,1,mentioned,high
i21fyhq,7,1,rejected,high
i21g2ik,7,1,rejected,high
i21g4ls,7,1,mentioned,medium
i21g6ky,7,1,rejected,high
i21g8ac,7,1,rejected,high
i21gev7,7,1,rejected,high
i21ghh7,7,3,implied,medium
i21h11v,7,1,implied,high
i21h11v,7,3,implied,medium
i21hckd,7,4,implied,medium
i21hk66,7,1,rejected,medium
i21hsdh,7,3,implied,medium
i21i50e,7,1,implied,high
i21i50e,7,3,implied,medium
i21i9x8,7,1,strong,high
i21i9x8,7,3,implied,medium
i21iph3,7,1,implied,medium
i21iph3,7,4,implied,medium
i21iu8n,7,3,implied,medium
i21iufc,7,1,strong,high
i21iufc,7,2,strong|implied,high
i21j8tc,7,1,strong,high
i21j9ic,7,1,mentioned,high
i21jvcp,7,3,implied,medium
i21jw7l,7,3,mentioned,high
i21jyyf,7,1,implied,high
i21k2v8,7,4,implied,medium
i21k6vt,7,3,strong,high
i21kg3p,7,2,strong|implied,high
i21kjfg,7,1,strong|implied,high
i21kjfg,7,2,implied,medium
i21kkiv,7,1,mentioned,medium
i21kx6o,7,3,implied,high
i21l6qy,7,3,implied,high
i21ljic,7,2,implied,medium
i21ljic,7,3,implied,medium
i21m1pg,7,2,implied,high
i21ma9r,7,1,strong|implied|mentioned|rejected,high
i21n75d,7,3,mentioned,medium
i21ndhx,7,1,strong,high
i21oet5,7,3,mentioned,medium
i21qeqe,7,1,implied,high
i21qeqe,7,4,implied,medium
i21qmrf,7,1,rejected,high
i21qtbt,7,3,rejected,medium
i21qxp8,7,1,mentioned,medium
i21rgpr,7,1,implied,medium
i21rgpr,7,2,implied,medium
i21rgpr,7,3,mentioned,medium
i21rgpr,7,4,mentioned,medium
i21sp1v,7,2,implied,medium
i21spwo,7,1,implied,high
i21spwo,7,4,implied,medium
i21tols,7,3,implied,medium
i21tols,7,4,implied,medium
i21tvpu,7,3,implied,medium
i21tw19,7,3,mentioned,medium
i21uxdv,7,1,implied,high
i21uxdv,7,2,implied,high
i21v423,7,1,mentioned,medium
i21v52a,7,1,mentioned,medium
i21va21,7,1,strong,high
i21va21,7,2,strong|implied,high
i21va21,7,4,implied,medium
i21voya,7,1,mentioned,medium
i21vu0t,7,1,strong|implied,high
i21wqqj,7,1,implied,medium
i21wy2x,7,1,mentioned,medium
i21x3cr,7,3,implied,high
i21yoe5,7,1,mentioned,high
i21yoe5,7,2,implied,high
i21yvyh,7,1,mentioned,medium
i21z714,7,2,implied,high
i21zf3w,7,1,mentioned,medium
i21zx78,7,1,mentioned,medium
i220civ,7,1,strong|implied,high
i220zok,7,1,implied,medium
i220zok,7,3,implied,medium
i221gqn,7,1,implied,high
i221pho,7,1,mentioned,medium
i2226lt,7,3,mentioned,high
i222apt,7,3,mentioned,medium
i222eo9,7,1,mentioned,medium
i222xv8,7,4,implied,medium
i2230ur,7,3,implied,medium
i223jg6,7,3,implied,high
i223tyd,7,1,rejected,medium
i22456w,7,1,strong,high
i22456w,7,4,implied,medium
i224qgn,7,1,implied,high
i224qit,7,1,rejected,high
i2266z6,7,1,mentioned,high
i22671a,7,1,implied,high
i226hdv,7,3,implied,medium
i226nqo,7,1,mentioned,high
i226u8r,7,1,mentioned,high
i226u8r,7,2,implied,medium
i226ual,7,1,strong,high
i226ual,7,2,implied,medium
i226utr,7,1,implied,high
i2270cy,7,3,mentioned,medium
i2274c3,7,3,mentioned,high
i2277bv,7,1,implied,high
i227e9n,7,3,implied,medium
i227nwa,7,1,strong|implied,high
i228166,7,1,implied,medium
i228dmf,7,1,mentioned,high
i228maz,7,2,implied,high
i228wf4,7,1,mentioned,medium
i2290ri,7,1,rejected,high
i2297zn,7,1,mentioned,medium
i229fz2,7,1,mentioned,high
i229odn,7,1,implied,high
i229odn,7,2,implied,high
i229ow8,7,1,strong|implied|mentioned|rejected,high
i229ow8,7,2,strong|implied|mentioned|rejected,high
i22alr0,7,3,mentioned,high
i22b0kg,7,1,implied,high
i22bedj,7,1,strong|implied,high
i22bhmp,7,1,implied,medium
i22bi0i,7,1,mentioned,medium
i22bptj,7,2,implied,medium
i22c00w,7,2,implied,medium
i22dk21,7,1,rejected,high
i22dzai,7,1,implied,high
i22e082,7,2,implied,high
i22exsz,7,3,implied,medium
i22ff46,7,1,mentioned,medium
i22fhb4,7,1,mentioned,high
i22fhkk,7,1,mentioned,high
i22fjuj,7,1,mentioned,high
i22g4wl,7,1,implied,medium
i22g6tp,7,1,mentioned,medium
i22gxes,7,1,mentioned,high
i22hvgt,7,3,implied,medium
i22hvja,7,3,implied,high
i22ir29,7,1,implied,high
i22l6p2,7,2,implied,high
i22la3n,7,1,strong,high
i22la3n,7,3,implied,medium
i22n4t8,7,1,implied,high
i22o8zb,7,1,implied,medium
i22oc1v,7,1,rejected,high
i22p8pf,7,1,strong,high
i22qb83,7,1,mentioned,high
i22qo5w,7,4,implied,high
i22rvlq,7,1,mentioned,high
i22txdh,7,1,mentioned,medium
i22txdh,7,2,implied,medium
i22u2h0,7,2,implied,high
i22ur8d,7,1,rejected,high
i22ur8d,7,2,implied,medium
i22uu3a,7,2,implied,medium
i22uvzc,7,1,mentioned,medium
i22vaf4,7,1,rejected,high
i22vh9m,7,1,mentioned,high
i22vhlg,7,1,implied,medium
i22vidg,7,1,mentioned,high
i22vidg,7,2,implied,medium
i22vprd,7,4,implied,medium
i22wqry,7,3,mentioned,medium
i22ya2r,7,3,mentioned,high
i22ybg5,7,1,implied,medium
i22yesk,7,1,strong,high
i22ypi9,7,1,strong,high
i22ypi9,7,4,implied,medium
i22yw3w,7,3,strong,high
i22zsky,7,4,strong|implied,high
i2303dx,7,1,rejected,high
i230ffo,7,1,implied,medium
i230ffo,7,4,implied,medium
i230map,7,1,mentioned,medium
i230yn5,7,4,mentioned,medium
i231ext,7,1,mentioned,high
i231ext,7,2,implied,medium
i233yuq,7,1,mentioned,medium
i234f2m,7,3,mentioned,high
i236m2z,7,1,mentioned,high
i23724w,7,1,strong|implied,high
i237kk3,7,1,implied,high
i237nc8,7,1,mentioned,high
i237qq0,7,1,mentioned,medium
i237t93,7,1,implied,high
i23838j,7,1,implied,high
i2389ct,7,2,implied,high
i238ux9,7,1,implied,high
i238zon,7,1,implied,high
i23anfe,7,1,implied,high
i23auxw,7,4,implied,medium
i23djxj,7,1,rejected,high
i23fn1l,7,1,mentioned,high
i23hk11,7,3,implied,medium
i23k3kv,7,4,implied,medium
i23lbqp,7,3,mentioned,medium
i23ldn6,7,1,implied,high
i23lx95,7,1,implied,high
i23mric,7,1,strong,high
i23mric,7,4,implied,medium
i23n3es,7,1,strong|implied,high
i23prrr,7,3,strong,high
i23prrr,7,4,implied,medium
i23qb6q,7,1,implied,medium
i23qzt2,7,1,strong|implied,high
i23qzt2,7,2,strong|implied,high
i23rb9w,7,3,mentioned,medium
i23rd1i,7,1,mentioned,medium
i23rgag,7,2,implied,high
i23rtjv,7,1,mentioned,high
i23tecx,7,1,implied,medium
i23u3gz,7,1,mentioned,medium
i23ukoq,7,3,implied,medium
i23uxa5,7,1,mentioned,high
i23uxa5,7,2,implied,medium
i23wrn6,7,3,implied,medium
i23wtui,7,1,mentioned,high
i23yjue,7,1,mentioned,high
i23yjue,7,2,mentioned,high
i23yrxn,7,4,implied,medium
i23z4tx,7,1,mentioned,medium
i23z4tx,7,4,implied,medium
i23zu14,7,4,implied,medium
i241kgm,7,4,implied,medium
i242s9u,7,4,implied,medium
i2435g2,7,1,implied,medium
i2464a5,7,1,implied,medium
i24693m,7,3,implied,medium
i246ceu,7,1,strong,high
i247mbw,7,1,mentioned,high
i247mbw,7,2,implied,high
i247s8d,7,3,mentioned,high
i247tsb,7,1,strong,high
i24833g,7,4,implied,medium
i248mln,7,1,implied,medium
i248rn3,7,1,strong|implied,high
i2493ad,7,1,mentioned,high
i24aevw,7,1,mentioned,medium
i24aurl,7,3,strong,high
i24b1uu,7,1,mentioned,medium
i24bebz,7,1,mentioned,high
i24bnpf,7,1,mentioned,high
i24bqmx,7,1,implied,high
i24bqmx,7,4,implied,medium
i24c77a,7,3,implied,medium
i24cyda,7,3,mentioned,medium
i24ddqe,7,1,strong,high
i24ed8x,7,1,strong,high
i24eihu,7,2,implied,medium
i24etwy,7,2,implied,high
i24ewhu,7,1,implied,high
i24ewmb,7,2,implied,high
i24fatd,7,1,implied,high
i24feyw,7,1,strong|implied|mentioned|rejected,high
i24fi2m,7,3,implied,medium
i24hy40,7,3,mentioned,medium
i24hy53,7,3,implied,medium
i24i2ij,7,2,strong,high
i24jgf0,7,1,strong,high
i24m6oa,7,3,rejected,medium
i24muqa,7,1,strong,high
i24n3fo,7,4,implied,medium
i24n7bj,7,2,implied,medium
i24paef,7,1,strong,high
i24qku6,7,1,mentioned,medium
i24qzm6,7,1,implied,medium
i24qzm6,7,2,implied,medium
i24qzm6,7,3,mentioned,medium
i24tp3q,7,1,mentioned,high
i24tvie,7,4,implied,medium
i24tz7e,7,1,mentioned,high
i24unjx,7,1,mentioned,medium
i24vhas,7,1,implied,high
i24vkf1,7,1,strong,high
