comment_id,episode,entity_canonical_name,extracted_as,confidence
i237kk3,7,Mark Scout,Mark S.,high
i237kk3,7,Harmony Cobel,Harmony,high
i237nc8,7,Mark Scout,Mark,high
i237qq0,7,Mark Scout,MS,high
i237t93,7,Mark Scout,mark,high
i23825a,7,Ms. Casey,Gemma,high
i23825a,7,Mark Scout,MS,high
i23838j,7,Ms. Casey,Ms. Casey,high
i23838j,7,Mark Scout,Mark S.,high
i2389ct,7,Mark Scout,Mark,high
i238elg,7,Mark Scout,MS,high
i238osy,7,Dylan,Dylaaaaan,high
i238osy,7,Milchick,Milchick,high
i238ux9,7,Mark Scout,Mark,high
i238ux9,7,Ms. Casey,Gemma,high
i238ux9,7,Harmony Cobel,Cobel,high
i238zon,7,Mark Scout,MS,high
i23966l,7,Mark Scout,MS,high
i239k5h,7,Lumon Industries,Lumon,high
i239t7n,7,Mark Scout,MS,high
i23anfe,7,Mark Scout,MS,high
i23auxw,7,Harmony Cobel,Harmony,high
i23ctyx,7,Harmony Cobel,Cobel,high
i23d2cu,7,Mark Scout,Mark,high
i23duov,7,Mark Scout,Mark,high
i23dzlx,7,Mark Scout,schism sweater,medium
i23ete4,7,Harmony Cobel,Harmony,high
i23fn1l,7,Mark Scout,Marks late wife,high
i23ggaq,7,Harmony Cobel,harmony,high
i23ggaq,7,Milchick,milcheck,high
i23h3mq,7,Mark Scout,MS,high
i23hk11,7,Dylan,Dylan G.,high
i23hk11,7,Milchick,Milchick,high
i23hk11,7,Irving,Irv,high
i23hreh,7,Milchick,Milchick,high
i23i4aq,7,Irving,Irving,high
i23i4aq,7,Milchick,Milchick,high
i23ia2r,7,Mark Scout,outie,high
i23ihzl,7,Dylan,Dylaaaaan,high
i23ihzl,7,Harmony Cobel,Milchick,high
i23iubj,7,Harmony Cobel,Milchick,high
i23izud,7,Mark Scout,Mark,high
i23jat2,7,Irving,Irving,high
i23k3kv,7,Harmony Cobel,Ms Cobel,high
i23k3kv,7,The Board,Eagon,medium
i23k9dq,7,Irving,Irving,high
i23k9dq,7,Ms. Casey,Ms Casey,high
i23k9dq,7,Mark Scout,Mark,high
i23kpef,7,Ms. Casey,outie,high
i23kpef,7,Mark Scout,mark,high
i23l0s8,7,Harmony Cobel,Cobel,high
i23l0s8,7,The Board,the board,high
i23lbqp,7,Mark Scout,Mark,high
i23ldn6,7,Mark Scout,MS,high
i23lh50,7,Mark Scout,MS,high
i23lqdk,7,Irving,Irving,high
i23lx95,7,Mark Scout,Marks,high
i23mpvl,7,Milchick,Milcheck,high
i23mpvl,7,Dylan,Dylan,high
i23mric,7,Ms. Casey,Gemma,high
i23mric,7,The Board,the board,medium
i23mric,7,Harmony Cobel,Ms. Casey,high
i23mze6,7,Harmony Cobel,Cobel,high
i23n3es,7,Mark Scout,Mark,high
i23n3es,7,Ms. Casey,Gemma,high
i23n3es,7,Harmony Cobel,Casey,medium
i23nzrk,7,Harmony Cobel,Cobel,high
i23nzrk,7,Mark Scout,him,high
i23p2k1,7,Graner,Graner,high
i23p4u7,7,Dylan,Dylan,high
i23p4u7,7,Harmony Cobel,Cobel,high
i23p4u7,7,Milchick,Milcheck,high
i23prrr,7,Harmony Cobel,Cobel,high
i23prrr,7,The Board,the Eagans,medium
i23qb6q,7,Ms. Casey,Gemma,high
i23qb6q,7,Mark Scout,MS,high
i23qzt2,7,Mark Scout,Mark,high
i23qzt2,7,Ms. Casey,her,high
i23rb9w,7,Mark Scout,MS,high
i23rd1i,7,Ms. Casey,his wife’s,high
i23rd1i,7,Harmony Cobel,Cobel,high
i23rgag,7,Mark Scout,MS,high
i23rkrh,7,Dylan,Dylan,high
i23rkrh,7,Mark Scout,MS,high
i23rsvs,7,Mark Scout,MS,high
i23rtjv,7,Ms. Casey,her,high
i23rtjv,7,Harmony Cobel,Smug motherfuckers,medium
i23sfeh,7,Mark Scout,Outie Mark,high
i23sfeh,7,Alexa,Alexa,high
i23stkf,7,Mark Scout,Mark,high
i23stkf,7,Irving,Irving,high
i23tecx,7,Mark Scout,Mark's 'braindead' wife,high
i23tecx,7,Reghabi,the doctor,medium
i23u3gz,7,Ms. Casey,wellness counsellor from Lumon,high
i23ukoq,7,Dylan,Dylan,high
i23ukoq,7,Irving,Irv,high
i23ukoq,7,Milchick,Milchick,high
i23ulkp,7,Mark Scout,He,high
i23uxa5,7,Mark Scout,Mark,high
i23uxa5,7,Ms. Casey,Gemma,high
i23wrn6,7,Mark Scout,MS,high
i23wtui,7,Ms. Casey,Ms. Casey,high
i23wtui,7,Irving,Irving,high
i23wv1y,7,Irving,Irv,high
i23wxp0,7,Mark Scout,MS,high
i23wz9d,7,Mark Scout,Mark,high
i23xqcs,7,Harmony Cobel,she,high
i23ycba,7,Mark Scout,MS,high
i23yhlh,7,Mark Scout,Mark,high
i23yjch,7,Ms. Casey,his wife,high
i23yjch,7,Mark Scout,MS,high
i23yjue,7,Ms. Casey,Gemma,high
i23yjue,7,Harmony Cobel,Cobel,high
i23yrxn,7,Harmony Cobel,Cobel,high
i23z4tx,7,Harmony Cobel,Cobel,high
i23z4tx,7,Ms. Casey,Ms. Casey,high
i23z4tx,7,Mark Scout,Mark,high
i23znkn,7,Harmony Cobel,Cobel,high
i23zu14,7,Harmony Cobel,Cobel,high
i23zu14,7,The Board,Eagan,medium
i240mdp,7,Graner,Graner,high
i240mdp,7,Harmony Cobel,Cobel,high
i241kgm,7,Harmony Cobel,Cobel,high
i241kgm,7,Milchick,Milchick,high
i241mei,7,Mark Scout,MS,high
i241mei,7,Helly R.,Helly,medium
i2425so,7,Mark Scout,Mark,high
i2428qg,7,Irving,Irv,high
i242s9u,7,Mark Scout,MS,high
i242s9u,7,Harmony Cobel,Mrs. Selvidge,medium
i2435g2,7,Ms. Casey,Gemma,high
i2435g2,7,Lumon Industries,Lumon,high
i243e32,7,Dylan,Dylan,high
i243e32,7,The Board,the Board,high
i243xul,7,Mark Scout,Mark,high
i244as3,7,Mark Scout,MS,high
i2456ux,7,Mark Scout,MS,high
i245wcx,7,Harmony Cobel,Milchick,high
i245wcx,7,Helly R.,Helly's outtie,medium
i245wcx,7,The Board,Eagans,medium
i2464a5,7,Mark Scout,Mark,high
i2464a5,7,Harmony Cobel,Cobel,high
i2464s5,7,Mark Scout,Mark's innie,high
i2464s5,7,Ms. Casey,Ms Casey,high
i2465ne,7,Dylan,Dylaaaaan,high
i2465ne,7,Milchick,Milchik,high
i24693m,7,Helly R.,Helly,high
i246ceu,7,Harmony Cobel,Cobel,high
i246ceu,7,Ms. Casey,Ms. Casey,high
i246efw,7,Milchick,Milicheck,high
i247mbw,7,Mark Scout,Mark,high
i247mbw,7,Ricken,Ricken,high
i247tsb,7,Ms. Casey,marks wife,high
i247tsb,7,Harmony Cobel,the therapist,medium
i247tsb,7,Ricken,Ricken,medium
i2482yw,7,Harmony Cobel,Harmony,high
i2482yw,7,Milchick,Milchick,high
i24833g,7,Harmony Cobel,Cobel,high
i248i04,7,Irving,Irv,high
i248mln,7,Ms. Casey,Gemma the outie,high
i248mln,7,Harmony Cobel,Mrs Casey,high
i248rn3,7,Mark Scout,Mark,high
i248rn3,7,Ms. Casey,Gemma,high
i248rn3,7,Harmony Cobel,Ms. Casey,high
i2493ad,7,Mark Scout,MS,high
i24a636,7,Alexa,Alexa,high
i24a636,7,Mark Scout,Mark,high
i24aevw,7,Mark Scout,MS,high
i24b1uu,7,Mark Scout,Mark,high
i24b3cg,7,Dylan,Dylan,high
i24b3cg,7,Burt,Burt,medium
i24bebz,7,Lumon Industries,Lumon,high
i24bnpf,7,Ms. Casey,Ms. Casey,high
i24bnpf,7,Mark Scout,Mark,high
i24bqmx,7,Ms. Casey,Gemma,high
i24bqmx,7,Harmony Cobel,Ms. Casey,high
i24bu10,7,Mark Scout,MS,high
i24c77a,7,Mark Scout,MS,high
i24cyda,7,Ricken,Ricken,high
i24cyda,7,Graner,Graner,high
i24ddqe,7,Mark Scout,marks,high
i24ddqe,7,Ms. Casey,ms Casey,high
i24dy4l,7,Irving,Irving,high
i24dy4l,7,Harmony Cobel,Milchick,high
i24e4wv,7,Alexa,Alexa,high
i24e4wv,7,Mark Scout,Mark,high
i24ed8x,7,Mark Scout,MS,high
i24ed8x,7,Ms. Casey,Ms. Casey,high
i24eihu,7,Mark Scout,Mark,high
i24etwy,7,Mark Scout,MS,high
i24ewhu,7,Ms. Casey,Gemma,high
i24ewmb,7,Ms. Casey,Gemma,high
i24f81g,7,Mark Scout,MS,high
i24feyw,7,Mark Scout,MS,high
i24fi2m,7,Ricken,Ricken,high
i24fj3c,7,Dylan,Dylan,high
i24fol4,7,Mark Scout,MS,high
i24g9f2,7,Mark Scout,MS,high
i24hy40,7,Harmony Cobel,Cobel/Selvig,high
i24hy40,7,Dylan,Dylan,high
i24hy40,7,The Board,Ricken's book,medium
i24hy53,7,Mark Scout,MS,high
i24i2ij,7,Mark Scout,Mark,high
i24i6l4,7,Harmony Cobel,Cobel,high
i24i6l4,7,Ms. Casey,mrs casey,high
i24i6l4,7,Mark Scout,marks,high
i24jgf0,7,Mark Scout,mark's wife,high
i24kxvj,7,Dylan,innie Dylan,high
i24lprj,7,Dylan,Dylaaaaan,high
i24lprj,7,Milchick,Milchick,high
i24m6oa,7,Mark Scout,MS,high
i24mew8,7,Mark Scout,MS,high
i24muqa,7,Ms. Casey,mark's wife,high
i24muqa,7,Mark Scout,Mark,high
i24mv1p,7,Mark Scout,sad af guy,high
i24n3fo,7,Harmony Cobel,Harmony,high
i24n7bj,7,Mark Scout,Mark,high
i24n7bj,7,Dylan,Dylan,high
i24n7bj,7,Ms. Casey,his wife,high
i24nqng,7,Dylan,Dylan & Irving,high
i24nqng,7,Irving,Dylan & Irving,high
i24nxlp,7,Mark Scout,MS,high
i24op6m,7,Mark Scout,MS,high
i24ovm2,7,Irving,Irving,high
i24ovm2,7,Harmony Cobel,Miss Kacy,medium
i24ovm2,7,Mark Scout,Mark,high
i24paef,7,Ms. Casey,Gemma Ms Casey,high
i24paef,7,Ricken,the board rep,medium
i24phsv,7,Irving,Irving,high
i24phsv,7,Burt,Burt,medium
i24pmse,7,Irving,Irv,high
i24pmse,7,Burt,Burt,medium
i24pqr6,7,Harmony Cobel,Cobel/Selvig,high
i24pqr6,7,Mark Scout,Mark’s sister,medium
i24qku6,7,Mark Scout,Mark’s wife,high
i24qrbq,7,Milchick,Milchick,high
i24qwco,7,Graner,granger,high
i24qwco,7,Harmony Cobel,harmony,high
i24qwco,7,Dylan,dylan,high
i24qwco,7,Milchick,milchik,high
i24qzm6,7,Mark Scout,Marks wife,high
i24qzm6,7,Ms. Casey,Gemma,high
i24qzm6,7,Reghabi,Reghabi,high
i24rp2h,7,Ricken,Devon,medium
i24ruw5,7,Mark Scout,Mark S,high
i24ruw5,7,Dylan,Dylan,high
i24sild,7,Harmony Cobel,board rep,medium
i24sild,7,Ms. Casey,Ms. Casey,high
i24sild,7,Ricken,the lady his sister met,medium
i24sv50,7,Mark Scout,MS,high
i24t94w,7,Mark Scout,Mark,high
i24t94w,7,Harmony Cobel,Harmony,high
i24tg7e,7,Mark Scout,MS,high
i24tp3q,7,Harmony Cobel,Cobel,high
i24tp3q,7,Ms. Casey,Ms. Casey,high
i24tp3q,7,Mark Scout,Mark,high
i24tsc6,7,Mark Scout,MS,high
i24tvie,7,Harmony Cobel,Harmony,high
i24tvie,7,The Board,the Board,high
i24tvie,7,Graner,his,high
i24tz7e,7,Mark Scout,Mark,high
i24tz7e,7,Ms. Casey,the wife,high
i24unjx,7,Mark Scout,MS,high
i24uuao,7,Graner,a man,high
i24uz46,7,Mark Scout,MS,high
i24v5d1,7,Irving,Irv,high
i24vhas,7,Mark Scout,MS,high
i24vkf1,7,Ms. Casey,Gemma,high
i24vkf1,7,Mark Scout,Mark,high
i24vydh,7,Mark Scout,MS,high
i24w7l2,7,Dylan,Dylan G.,high
i24w7l2,7,Milchick,Milchick,high
i24wmm0,7,Milchick,Milchick,high
i24wmm0,7,Dylan,Dylan,high
i24wzoa,7,Irving,Irving’s Burt,high
i24x34z,7,Mark Scout,Mark,high
i24xdr9,7,Mark Scout,Mark,high
i24xdr9,7,Ms. Casey,Ms. Casey,high
i24xpye,7,Irving,Irv,high
i24xpye,7,Ms. Casey,Casey/Gemma,high
i24xxrh,7,Mark Scout,Mark,high
i24yc1f,7,Mark Scout,MS,high
i24ymcd,7,Mark Scout,MS,high
i24yu9x,7,Mark Scout,MS,high
i24yvxh,7,Mark Scout,MS,high
i24z0gl,7,Mark Scout,MS,high
i24z0gl,7,Harmony Cobel,Milchick,high
i24zims,7,Mark Scout,mild mannered repressed gay people,medium
i24zx5b,7,Mark Scout,MS,high
i2501vk,7,Mark Scout,MS,high
i250go7,7,Mark Scout,Mark,high
i250pm9,7,Harmony Cobel,Cobel,high
i250ta7,7,Dylan,Dylan G.,high
i250ta7,7,Irving,Irv,high
i250tgd,7,Ms. Casey,Ms. Casey/Gemma,high
i251dwe,7,Harmony Cobel,Milchick,high
i251k6f,7,Ms. Casey,Ms. Casey,high
i251k6f,7,Mark Scout,Mark,high
i251lxx,7,Irving,Irving,high
i251lxx,7,Milchick,Milchick,high
i251yfg,7,Harmony Cobel,Cobel,high
i251yfg,7,Mark Scout,Mark,high
i251yfg,7,Ms. Casey,Ms. Casey,high
i252315,7,Mark Scout,Mark,high
i252315,7,Graner,Graner,high
i252315,7,Harmony Cobel,Cobel,medium
i252bn8,7,Mark Scout,Mark,high
i25339t,7,Dylan,oDylan,high
i25339t,7,Milchick,Milchik,high
i253975,7,Mark Scout,Mark,high
i253975,7,Ms. Casey,Gemma,high
i253975,7,Ricken,weird ass husband,medium
i2539le,7,Harmony Cobel,Harmony,high
i2539le,7,Natalie,Natalie,medium
i253oii,7,Ricken,Ricken,high
i253y9g,7,Mark Scout,MS,high
i254guk,7,Mark Scout,MS,high
i254q19,7,Harmony Cobel,Eagan,medium
i254ve1,7,Irving,Irving's outie,high
i254xig,7,Dylan,Dylan G.,high
i254xig,7,Milchick,Milchick,high
i254ykj,7,Irving,Irv,high
i25556u,7,Harmony Cobel,Corbel,high
i25556u,7,Dylan,Dylan,high
i255eay,7,Mark Scout,Mark,high
i255fox,7,Mark Scout,Mark,high
i255hx4,7,Ms. Casey,Gemma,high
i255llh,7,Mark Scout,MS,high
i255mpv,7,Ms. Casey,Gemma/Ms. Casey,high
i255r5g,7,Irving,Irving,high
i255r5g,7,Burt,Burt,medium
i255tid,7,Ms. Casey,Gemma,high
i25672f,7,Dylan,Dylaaaaan,high
i256e3m,7,Irving,Outie Irv,high
i256e3m,7,Burt,Burt,medium
i256e8i,7,Ms. Casey,Mark's wife,high
i256e8i,7,Mark Scout,Mark,high
i256tly,7,Irving,Irv,high
i256tly,7,Burt,Burt,medium
i256z6y,7,Mark Scout,MS,high
i25733d,7,Ms. Casey,her,high
i2579ks,7,Graner,the goat guy,high
i2579ks,7,Mark Scout,Mark,high
i257ci3,7,Mark Scout,MS,high
i257nwn,7,Mark Scout,Marks wife (/s Ms Casey),high
i257nwn,7,Ms. Casey,Marks wife (/s Ms Casey),high
i2581x3,7,Mark Scout,MS,high
i258ds2,7,Mark Scout,MS,high
i258e2x,7,Mark Scout,Mark's wife/Gemma,high
i258e2x,7,Ms. Casey,Gemma,high
i258e2x,7,Dylan,Dylan,high
i258e2x,7,Harmony Cobel,Milchick,high
i258e2x,7,Irving,Irving,high
i258e2x,7,Graner,Graner,high
i258fq6,7,Mark Scout,MS,high
i258lu1,7,Mark Scout,outie Mark,high
i258xqs,7,Mark Scout,MS,high
i25948u,7,Harmony Cobel,Harmony Corbel,high
i25948u,7,Ms. Casey,Gemma,high
i25948u,7,Mark Scout,Mark,high
i25948u,7,Irving,Irving,high
i25948u,7,Ricken,Rickert,high
i2596yi,7,Mark Scout,MS,high
i2596yi,7,Ms. Casey,the picture,high
i259szy,7,Ricken,Ricken's book,high
i25a4dr,7,Mark Scout,him,high
i25a4dr,7,Ms. Casey,his wife,medium
i25a5mi,7,Milchick,Milicheck,high
i25a5mi,7,Harmony Cobel,Cobel,high
i25avtu,7,Mark Scout,MS,high
i25b3ju,7,Mark Scout,Mark,high
i25b3ju,7,Ms. Casey,Gemma,high
i25b3ju,7,Harmony Cobel,Cobel,high
i25ba5e,7,Mark Scout,MS,high
i25bkol,7,Harmony Cobel,Milchick,high
i25bm16,7,Ms. Casey,Gemma,high
i25bty7,7,Mark Scout,MS,high
i25bty7,7,Ms. Casey,Gemma,high
i25cd5n,7,Harmony Cobel,Harmony S,high
i25cd5n,7,Ricken,Mark's sister??,medium
i25cpe4,7,Harmony Cobel,Harmony,high
i25cpe4,7,Mark Scout,Mark,high
i25cpe4,7,Ricken,Devon,medium
i25ctmi,7,Mark Scout,Outie-Mark,high
i25ctmi,7,Helly R.,Outie-Helly,medium
i25d3r5,7,Harmony Cobel,Cobel,high
i25d3r5,7,Mark Scout,Mark,high
i25d6k2,7,Harmony Cobel,Selvig,high
i25d6k2,7,Graner,Graner,high
i25d6l9,7,Harmony Cobel,Harmony,high
i25d6l9,7,Mark Scout,oMark,high
i25dgw6,7,Mark Scout,Mark,high
i25dgw6,7,Ms. Casey,Miss Casey,high
i25dofh,7,Harmony Cobel,Selvig,high
i25drr3,7,Dylan,Dylan,high
i25drr3,7,Irving,Irv,high
i25drr3,7,Mark Scout,MS,high
i25dt0s,7,Mark Scout,Mark,high
i25e6j2,7,Irving,Irving,high
i25eez4,7,Graner,Raghi,high
i25eez4,7,Reghabi,Raghi,high
i25eubr,7,Ms. Casey,she,high
i25eubr,7,Mark Scout,S/O,medium
i25fa73,7,Mark Scout,MS,high
i25g256,7,Harmony Cobel,Ms. Casey,high
i25g256,7,Mark Scout,MS,high
i25gev1,7,Mark Scout,MS,high
i25gmz0,7,Ms. Casey,Mark’s wife,high
i25gmz0,7,Mark Scout,Mark,high
i25gvqm,7,Dylan,Dylan,high
i25gvqm,7,Ricken,Ricken,high
i25gxps,7,Ricken,Burt’s Outie,medium
i25hev1,7,Mark Scout,Mark,high
i25hev1,7,Ms. Casey,his wife,medium
i25hrh7,7,Mark Scout,MS,high
i25hrh7,7,Alexa,Alexa,high
i25hrh7,7,Ms. Casey,Gemma,high
i25hyie,7,Mark Scout,Mark's wife,high
i25i9q9,7,Mark Scout,MS,high
i25iqir,7,Irving,Irving,high
i25ivc3,7,Harmony Cobel,Cobel,high
i25ivc3,7,Milchick,Milchick,high
i25ivc3,7,Graner,Graner,high
i25ixg8,7,Mark Scout,MS,high
i25j7yc,7,Dylan,Dylan,high
i25j7yc,7,Harmony Cobel,Cobel,high
i25j7yc,7,Milchick,Milchick,high
i25kbx3,7,Harmony Cobel,Cobel,high
i25kbx3,7,Dylan,Dylan G.,high
i25kbx3,7,Milchick,Milchick,high
i25kkut,7,Mark Scout,Ben,medium
i25l0yi,7,Mark Scout,MS,high
i25l2we,7,Ms. Casey,she,high
i25l2we,7,Mark Scout,he,high
i25lgd1,7,Mark Scout,MS,high
i25lmwp,7,Mark Scout,MS,high
i25ltw0,7,Irving,Irving,high
i25mbzk,7,Mark Scout,MS,high
i25mm4l,7,Ms. Casey,Gemma,high
i25mvuo,7,Irving,Irv,high
i25mvuo,7,Burt,Burt,medium
i25n6lq,7,Mark Scout,MS,high
i25nbov,7,Ricken,Patty,medium
i25njy5,7,Mark Scout,Mark,high
i25njy5,7,Irving,Irv,high
i25njy5,7,Ricken,Ricken,medium
i25o0z8,7,Harmony Cobel,Cobel,high
i25o1pc,7,Mark Scout,MS,high
i25o1pc,7,Harmony Cobel,the grey lady,medium
i25o1pc,7,Dylan,Dylan,high
i25o1pc,7,Ms. Casey,the pregnant sister,medium
i25o2c3,7,Lumon Industries,lumen,high
i25oofv,7,Mark Scout,Mark,high
i25ospz,7,Ms. Casey,wife,high
i25ospz,7,Mark Scout,MS,high
i25ovb9,7,Mark Scout,MS,high
i25oyu4,7,Harmony Cobel,Harmony,high
i25p4a8,7,Ms. Casey,Marks wife,high
i25p4a8,7,Harmony Cobel,the therapist,medium
i25p7cr,7,Harmony Cobel,Milchick,high
i25pjc4,7,Dylan,Dylan,high
i25ppir,7,Mark Scout,Mark,high
i25ppir,7,Helly R.,Helly,high
i25pz4g,7,Mark Scout,MS,high
i25q3n8,7,Dylan,Dylan,high
i25qo3r,7,Mark Scout,Mark,high
i25qo3r,7,Helly R.,Helly,medium
i25r18q,7,Irving,Irv,high
i25r5g9,7,Harmony Cobel,Cobel/Selvig,high
i25r5g9,7,Ms. Casey,Gemma-Ms. Casey,high
i25r5g9,7,Mark Scout,Mark,high
i25rm9c,7,Graner,Graner,high
i25rm9c,7,Harmony Cobel,Milchick,medium
i25robk,7,Dylan,Dylan G.,high
i25rw7t,7,Mark Scout,MS,high
i25sctz,7,Mark Scout,Mark,high
i25szru,7,Ms. Casey,Miss Casey,high
i25szru,7,Alexa,the woman at the birthing center,medium
i25t17o,7,Mark Scout,MS,high
i25t17o,7,Ms. Casey,Ava,medium
i25t2vm,7,Mark Scout,MS,high
i25t3hv,7,Ms. Casey,Gemma,high
i25t3hv,7,Lumon Industries,Lumon,high
i25t99e,7,Harmony Cobel,Harmony Cobel,high
i25t99e,7,Irving,Irving,high
i25the7,7,Mark Scout,Mark,high
i25the7,7,Ms. Casey,Gemma,high
i25the7,7,Ricken,Ricken,medium
i25tyvx,7,Mark Scout,MS,high
i25uzag,7,Mark Scout,MS,high
i25vbbg,7,Graner,Graners,high
i25vbbg,7,Dylan,Dylan,high
i25vde0,7,Mark Scout,my dad,high
i25vknx,7,Graner,Graner,high
i25vknx,7,Harmony Cobel,Cobel,high
i25vrjt,7,Ms. Casey,Gemma,high
i25vrjt,7,Lumon Industries,Lumen,high
i25vrjt,7,Mark Scout,Mark,high
i25vum6,7,Harmony Cobel,Cobel,high
i25vum6,7,The Board,the Board,high
i25w8z5,7,Mark Scout,MS,high
i25wb02,7,Mark Scout,Mark,high
i25wfef,7,Mark Scout,MS,high
i25wnyw,7,Mark Scout,MS,high
i25wyu1,7,Mark Scout,MS,high
i25x42j,7,Mark Scout,MS,high
i25xxdi,7,Ms. Casey,Gemma,high
i25xxdi,7,Lumon Industries,Lumon,high
i25y4c2,7,Ms. Casey,Gemma,high
i25y4c2,7,Lumon Industries,Lumon,high
i25y8n8,7,Dylan,Dylaaaaan,high
i25y8n8,7,Harmony Cobel,Milchek,high
i25y8n8,7,Ms. Casey,Ms. Casey/Gemma,high
i25y9k3,7,Harmony Cobel,Milchick,high
i25y9k3,7,Mark Scout,outie Mark,high
i25ynfy,7,Harmony Cobel,Cobel,high
i25z18u,7,Harmony Cobel,Cobel,high
i25z65i,7,Mark Scout,MS,high
i25zjg3,7,Ms. Casey,Ms Casey,high
i25zjg3,7,Harmony Cobel,Cobel,medium
i25zjg3,7,Mark Scout,Mark,high
i25zjxk,7,Mark Scout,MS,high
i260els,7,Milchick,Milchick,high
i261022,7,Harmony Cobel,Cobel,high
i263342,7,Mark Scout,MS,high
i2643ey,7,Harmony Cobel,Milchick,high
i2643ey,7,Helly R.,outie-Helly,high
i2658gv,7,Dylan,Dylaaaaan,high
i2658gv,7,Milchick,so and so,high
i2658wq,7,Dylan,Dylan,high
i2658wq,7,Milchick,Milchick,high
i265knv,7,Mark Scout,Mark,high
i265q4m,7,Mark Scout,MS,high
i2669xm,7,Ms. Casey,Gemma,high
i2669xm,7,Lumon Industries,Lumen,high
i2676lg,7,Ms. Casey,Gemma,high
i267uhn,7,Mark Scout,MS,high
i267ywf,7,Ms. Casey,Casey,high
i268qac,7,Mark Scout,he,high
i268qyk,7,Harmony Cobel,Harmony,high
i26aapo,7,Ms. Casey,Gemma,high
i26auc9,7,Lumon Industries,pharmaceutical company,high
i26auc9,7,Harmony Cobel,Cobel,high
i26auc9,7,Mark Scout,Mark,high
i26clem,7,Mark Scout,MS,high
i26dkvz,7,Mark Scout,Mark,high
i26dkvz,7,Ms. Casey,Gemma,high
i26ewze,7,Mark Scout,Mark,high
i26f9zq,7,Mark Scout,MS,high
i26hxry,7,Ricken,Burts outtie,medium
i26iity,7,Mark Scout,Mark,high
i26jrx4,7,Mark Scout,Mark,high
i26jrx4,7,Ms. Casey,his wife,high
i26jrx4,7,Harmony Cobel,Cobel,high
i26kyht,7,Dylan,Dylan G.,high
i26l0yb,7,Irving,Burving,medium
i26lid9,7,Mark Scout,MS,high
i26lid9,7,Ms. Casey,Gemma,high
i26lrw9,7,Mark Scout,Mark,high
i26lrw9,7,Dylan,Dylan,high
i26lrw9,7,Irving,Irving,high
i26lrw9,7,Helly R.,Helly,medium
i26m374,7,Ms. Casey,Ms.Casey,high
i26m374,7,Dylan,Dylan,high
i26m374,7,Irving,Irv,high
i26m374,7,Harmony Cobel,ms selvig,high
i26m68e,7,Irving,Irving,high
i26macv,7,Mark Scout,Mark,high
i26macv,7,Ms. Casey,Gemma,high
i26macv,7,Ricken,Mark’s sister,medium
i26mpsi,7,Irving,Burt,high
i26mpsi,7,Milchick,Milchick,high
i26mrew,7,Irving,Irving,high
i26mzba,7,Mark Scout,Mark,high
i26mzba,7,Ms. Casey,his wife,high
i26mzf2,7,Milchick,Milicheck,high
i26mzf2,7,Irving,Irv,high
i26nmco,7,Harmony Cobel,Milchick,high
i26p3xv,7,Lumon Industries,Lumen,high
i26p3xv,7,Mark Scout,MS,high
i26q2fx,7,Mark Scout,Mark,high
i26re3l,7,Mark Scout,MS,high
i26re3l,7,Ms. Casey,Gemma,medium
i26re3l,7,Ricken,Ricken,medium
i26rke2,7,Mark Scout,MS,high
i26rux5,7,Mark Scout,MS,high
i26s7e7,7,Ms. Casey,Mrs Casey,high
i26s7e7,7,Harmony Cobel,Ms. Casey,high
i26sq02,7,The Board,"the secretive, faceless board",high
i26sq02,7,Lumon Industries,Lumon,high
i26txwm,7,Graner,Graner,high
i26txwm,7,Dylan,Dylan,high
i26ulnk,7,Milchick,Milchek,high
i26ulnk,7,Dylan,Dylan,high
i26v3lp,7,Ricken,Rickon,high
i26vg05,7,Mark Scout,Mark,high
i26vktj,7,Milchick,Milcheck,high
i26vxxk,7,Ms. Casey,Gemma,high
i26vxxk,7,Harmony Cobel,Ms. Casey,high
i26vxxk,7,Mark Scout,her husband,medium
i26zwaw,7,Ricken,Ricken,high
i27076u,7,Dylan,Dylan,high
i27076u,7,Irving,Irv,high
i272szc,7,Dylan,Innie Dylan,high
i272szc,7,Mark Scout,Mark,high
i272szc,7,Irving,Irv,high
i273g3o,7,Lumon Industries,lumon,high
i273g3o,7,Dylan,Dylan,high
i273xbb,7,Ms. Casey,Gemma,high
i273xbb,7,Mark Scout,Mark,high
i276rt1,7,Mark Scout,MS,high
i277dq0,7,Dylan,Dylaaaaan,high
i277dq0,7,Harmony Cobel,Cobel,medium
i277pgs,7,Mark Scout,Mark,high
i277pgs,7,Ms. Casey,wife,high
i278bmf,7,Mark Scout,MS,high
i278u3c,7,Lumon Industries,Lumon,high
i279m9p,7,Mark Scout,MS,high
i27a0p4,7,Harmony Cobel,Milchick,high
i27bfoz,7,Mark Scout,MS,high
i27bh35,7,Mark Scout,Mark S.,high
i27bh35,7,Harmony Cobel,this chick,high
i27c9xa,7,Mark Scout,Mark,high
i27c9xa,7,Harmony Cobel,Cobel,high
i27c9xa,7,Ms. Casey,Casey/ Gemma,high
i27c9xa,7,Graner,Graner,high
i27d9gr,7,Mark Scout,MS,high
i27ddbs,7,Mark Scout,Mark,high
i27ddbs,7,Lumon Industries,Lumen,high
i27e0vi,7,Mark Scout,MS,high
i27erk5,7,Mark Scout,MS,high
i27f7ci,7,Mark Scout,MS,high
i27g7ax,7,Mark Scout,Mark,high
i27g7ax,7,Helly R.,Helly,medium
i27i1ce,7,Mark Scout,Mark,high
i27i1ce,7,Ms. Casey,Gemma,high
